player_name,player_id,pos_id,position,pos,occurences,main
Federico Milo,490281,77,Central Midfielder,CM,1,False
Federico Milo,490281,78,Left Midfielder,LM,5,True
Federico Milo,490281,106,Striker,ST,1,False
Federico Milo,490281,107,Left Winger,LW,1,False
Ezequiel Ham,529351,63,Defensive Midfielder,DM,2,False
Ezequiel Ham,529351,73,Central Midfielder,CM,30,True
Ezequiel Ham,529351,84,Attacking Midfielder,AM,2,False
Joel Sonora,643612,63,Defensive Midfielder,DM,1,False
Joel Sonora,643612,77,Central Midfielder,CM,2,True
Joel Sonora,643612,82,Right Winger,RW,1,False
Joel Sonora,643612,85,Attacking Midfielder,AM,1,False
Fredy Vera,1042113,71,Right Midfielder,RM,2,True
Luis Sequeira,1110613,76,Central Midfielder,CM,2,True
Franco Romero,1203838,65,Defensive Midfielder,DM,1,False
Franco Romero,1203838,73,Central Midfielder,CM,18,True
Franco Romero,1203838,104,Striker,ST,1,False
Agustin Mulet,1213457,65,Defensive Midfielder,DM,1,False
Agustin Mulet,1213457,74,Central Midfielder,CM,2,True
Agustin Mulet,1213457,84,Attacking Midfielder,AM,1,False
Antonio Napolitano,1231926,51,Right Wing-Back,RWB,2,False
Antonio Napolitano,1231926,73,Central Midfielder,CM,6,True
Antonio Napolitano,1231926,84,Attacking Midfielder,AM,2,False
Lautaro Rios,1241613,73,Central Midfielder,CM,11,True
Lautaro Rios,1241613,85,Attacking Midfielder,AM,1,False
Gonzalo Rios,1314171,72,Right Midfielder,RM,1,False
Gonzalo Rios,1314171,73,Central Midfielder,CM,4,False
Gonzalo Rios,1314171,78,Left Midfielder,LM,6,True
Gonzalo Rios,1314171,82,Right Winger,RW,2,False
Gonzalo Rios,1314171,86,Attacking Midfielder,AM,3,False
Gonzalo Rios,1314171,87,Left Winger,LW,4,False
Francisco Maidana,1394022,72,Right Midfielder,RM,1,False
Francisco Maidana,1394022,73,Central Midfielder,CM,7,True
Julian Ascacibar,1499718,75,Central Midfielder,CM,1,True
Juan Cavallaro,311684,86,Attacking Midfielder,AM,1,False
Juan Cavallaro,311684,104,Striker,ST,5,True
Juan Cavallaro,311684,107,Left Winger,LW,1,False
Mauricio Asenjo,564611,103,Right Winger,RW,1,False
Mauricio Asenjo,564611,104,Striker,ST,12,True
Mauricio Asenjo,564611,107,Left Winger,LW,1,False
Victorio Gabriel Ramis,571578,103,Right Winger,RW,3,False
Victorio Gabriel Ramis,571578,104,Striker,ST,8,True
Victorio Gabriel Ramis,571578,108,Left Winger,LW,1,False
Federico Castro,618947,74,Central Midfielder,CM,1,False
Federico Castro,618947,104,Striker,ST,5,True
Federico Castro,618947,107,Left Winger,LW,1,False
Fernando Romero,787218,104,Striker,ST,12,True
Sebastián Villa,859319,78,Left Midfielder,LM,1,False
Sebastián Villa,859319,87,Left Winger,LW,1,False
Sebastián Villa,859319,104,Striker,ST,15,True
Gonzalo Alvez,1319750,103,Right Winger,RW,2,True
Fabrizio Sartori,1462417,103,Right Winger,RW,1,True
Ignacio Arce,306529,11,Keeper,GK,39,True
Juan Ignacio Dobboletta,566667,11,Keeper,GK,1,True
Rodrigo Saracho,681451,11,Keeper,GK,11,True
Gustavo Benitez,571613,36,Center Back,CB,1,True
Cristian Paz,615905,33,Center Back,CB,8,True
Nicolas Sansotre,752875,32,Right Back,RB,6,False
Nicolas Sansotre,752875,33,Center Back,CB,12,True
Nicolas Sansotre,752875,38,Left Back,LB,4,False
Yaison Murillo Mena,801026,32,Right Back,RB,2,False
Yaison Murillo Mena,801026,33,Center Back,CB,4,True
Maximiliano Rodriguez,847288,32,Right Back,RB,1,False
Maximiliano Rodriguez,847288,37,Center Back,CB,1,False
Maximiliano Rodriguez,847288,38,Left Back,LB,1,False
Maximiliano Rodriguez,847288,51,Right Wing-Back,RWB,2,True
Maximiliano Rodriguez,847288,72,Right Midfielder,RM,3,False
Maximiliano Rodriguez,847288,78,Left Midfielder,LM,1,False
Rodrigo Sayavedra,890218,34,Center Back,CB,2,False
Rodrigo Sayavedra,890218,38,Left Back,LB,7,True
Rodrigo Sayavedra,890218,59,Left Wing-Back,LWB,3,False
Rodrigo Sayavedra,890218,78,Left Midfielder,LM,1,False
Rodrigo Sayavedra,890218,86,Attacking Midfielder,AM,1,False
Yonatan Goitia,902983,32,Right Back,RB,5,False
Yonatan Goitia,902983,38,Left Back,LB,1,False
Yonatan Goitia,902983,51,Right Wing-Back,RWB,13,True
Yonatan Goitia,902983,59,Left Wing-Back,LWB,3,False
Yonatan Goitia,902983,72,Right Midfielder,RM,2,False
Yonatan Goitia,902983,73,Central Midfielder,CM,5,False
Tomas Villoldo,930535,38,Left Back,LB,1,True
Nicolas Caro Torres,988820,33,Center Back,CB,24,True
Nicolas Caro Torres,988820,59,Left Wing-Back,LWB,1,False
Alan Barrionuevo,1041082,33,Center Back,CB,34,True
Alan Barrionuevo,1041082,59,Left Wing-Back,LWB,1,False
Pedro Ramirez,1200663,35,Center Back,CB,1,False
Pedro Ramirez,1200663,38,Left Back,LB,2,False
Pedro Ramirez,1200663,51,Right Wing-Back,RWB,6,False
Pedro Ramirez,1200663,59,Left Wing-Back,LWB,12,True
Pedro Ramirez,1200663,65,Defensive Midfielder,DM,1,False
Pedro Ramirez,1200663,72,Right Midfielder,RM,4,False
Pedro Ramirez,1200663,73,Central Midfielder,CM,2,False
Pedro Ramirez,1200663,78,Left Midfielder,LM,4,False
Delfor Minervino,1213988,32,Right Back,RB,6,True
Jeremias James,1338444,36,Center Back,CB,1,True
Milton Aaron Celiz,394125,63,Defensive Midfielder,DM,1,False
Milton Aaron Celiz,394125,72,Right Midfielder,RM,1,False
Milton Aaron Celiz,394125,73,Central Midfielder,CM,28,True
Milton Aaron Celiz,394125,78,Left Midfielder,LM,3,False
Milton Aaron Celiz,394125,103,Right Winger,RW,1,False
Milton Aaron Celiz,394125,104,Striker,ST,1,False
Walter Acuna,467971,67,Defensive Midfielder,DM,1,False
Walter Acuna,467971,72,Right Midfielder,RM,2,False
Walter Acuna,467971,73,Central Midfielder,CM,10,True
Walter Acuna,467971,104,Striker,ST,3,False
Guillermo Pereira,561041,74,Central Midfielder,CM,6,True
Guillermo Pereira,561041,78,Left Midfielder,LM,5,False
Guillermo Pereira,561041,106,Striker,ST,1,False
Leonardo Landriel,604130,72,Right Midfielder,RM,2,True
Leonardo Landriel,604130,74,Central Midfielder,CM,1,False
Leonardo Landriel,604130,78,Left Midfielder,LM,1,False
Gonzalo Bravo,787293,73,Central Midfielder,CM,5,True
Gonzalo Bravo,787293,78,Left Midfielder,LM,2,False
Gonzalo Bravo,787293,106,Striker,ST,1,False
Brian Sanchez,848187,75,Central Midfielder,CM,2,False
Brian Sanchez,848187,78,Left Midfielder,LM,5,True
Brian Sanchez,848187,83,Right Winger,RW,1,False
Brian Sanchez,848187,105,Striker,ST,3,False
Brian Sanchez,848187,107,Left Winger,LW,2,False
Jonathan Goya,857214,59,Left Wing-Back,LWB,1,False
Jonathan Goya,857214,72,Right Midfielder,RM,1,False
Jonathan Goya,857214,74,Central Midfielder,CM,11,True
Jonathan Goya,857214,78,Left Midfielder,LM,1,False
Walter Rodriguez,860889,66,Defensive Midfielder,DM,1,False
Walter Rodriguez,860889,78,Left Midfielder,LM,1,True
Gabriel Canete,1283771,74,Central Midfielder,CM,1,True
Joaquin Borja,1528830,74,Central Midfielder,CM,2,True
Pablo Monje,1605853,73,Central Midfielder,CM,9,True
Gustavo Fernandez,310447,104,Striker,ST,17,True
Maximiliano Brito Hernandez,318530,104,Striker,ST,1,True
Jonathan Herrera,623898,103,Right Winger,RW,1,False
Jonathan Herrera,623898,104,Striker,ST,31,True
Nicolas Benegas,742643,75,Central Midfielder,CM,1,False
Nicolas Benegas,742643,104,Striker,ST,17,True
Antony Alonso,1021588,104,Striker,ST,5,True
Mario Sanabria,1435010,83,Right Winger,RW,5,True
Mario Sanabria,1435010,104,Striker,ST,2,False
Marcos Ledesma,591557,11,Keeper,GK,3,True
Nelson Insfran,955209,11,Keeper,GK,24,True
Nicolas Carlos Colazo,175364,38,Left Back,LB,14,True
Nicolas Carlos Colazo,175364,78,Left Midfielder,LM,7,False
Nicolas Carlos Colazo,175364,87,Left Winger,LW,2,False
Yonathan Cabral,521211,33,Center Back,CB,31,True
Yonathan Cabral,521211,41,Right Back,RB,1,False
Gustavo Canto,623787,36,Center Back,CB,16,True
Gustavo Canto,623787,38,Left Back,LB,7,False
Brian Blasi,693432,32,Right Back,RB,6,False
Brian Blasi,693432,33,Center Back,CB,7,True
Leonardo Morales,795485,34,Center Back,CB,35,True
Juan Pintado,799678,32,Right Back,RB,30,True
Juan Pintado,799678,33,Center Back,CB,1,False
Juan Pintado,799678,51,Right Wing-Back,RWB,2,False
Juan Pintado,799678,72,Right Midfielder,RM,3,False
Rodrigo Gallo,1221038,38,Left Back,LB,7,True
Valentin Rodriguez,1248705,34,Center Back,CB,1,False
Valentin Rodriguez,1248705,38,Left Back,LB,6,True
Valentin Rodriguez,1248705,59,Left Wing-Back,LWB,1,False
Valentin Rodriguez,1248705,87,Left Winger,LW,4,False
Juan Cortazzo,1608138,33,Center Back,CB,3,True
Pablo De Blasis,130118,64,Defensive Midfielder,DM,6,False
Pablo De Blasis,130118,74,Central Midfielder,CM,18,True
Pablo De Blasis,130118,78,Left Midfielder,LM,2,False
Pablo De Blasis,130118,85,Attacking Midfielder,AM,5,False
Lucas Nahuel Castro,166509,63,Defensive Midfielder,DM,3,False
Lucas Nahuel Castro,166509,72,Right Midfielder,RM,1,False
Lucas Nahuel Castro,166509,73,Central Midfielder,CM,9,True
Lucas Nahuel Castro,166509,85,Attacking Midfielder,AM,3,False
Agustin Bolivar,875743,64,Defensive Midfielder,DM,3,False
Agustin Bolivar,875743,74,Central Midfielder,CM,6,True
Martin Fernandez,1053835,36,Center Back,CB,1,False
Martin Fernandez,1053835,65,Defensive Midfielder,DM,2,False
Martin Fernandez,1053835,73,Central Midfielder,CM,23,True
Matias Miranda,1097860,72,Right Midfielder,RM,1,True
Nicolas Garayalde,1212145,64,Defensive Midfielder,DM,4,True
Nicolas Garayalde,1212145,73,Central Midfielder,CM,4,False
Leandro Mamut,1231927,86,Attacking Midfielder,AM,1,True
David Zalazar,1336106,72,Right Midfielder,RM,1,False
David Zalazar,1336106,73,Central Midfielder,CM,2,False
David Zalazar,1336106,78,Left Midfielder,LM,2,True
David Zalazar,1336106,83,Right Winger,RW,2,False
David Zalazar,1336106,87,Left Winger,LW,1,False
Matias Ramirez,1432878,72,Right Midfielder,RM,2,True
Nicolas Sanchez,1460280,66,Defensive Midfielder,DM,1,True
Cristian Colman,118767,104,Striker,ST,5,True
Franco Troyansky,726261,104,Striker,ST,5,True
Franco Troyansky,726261,107,Left Winger,LW,1,False
Lautaro Chavez,921347,82,Right Winger,RW,1,False
Lautaro Chavez,921347,107,Left Winger,LW,1,True
Manuel Panaro,1206551,87,Left Winger,LW,1,True
Ivo Mammini,1215721,104,Striker,ST,7,True
Juan Esquivel,1248446,78,Left Midfielder,LM,1,False
Juan Esquivel,1248446,87,Left Winger,LW,3,True
Juan Esquivel,1248446,105,Striker,ST,1,False
Benjamin Dominguez,1316088,72,Right Midfielder,RM,3,False
Benjamin Dominguez,1316088,78,Left Midfielder,LM,8,False
Benjamin Dominguez,1316088,83,Right Winger,RW,1,False
Benjamin Dominguez,1316088,85,Attacking Midfielder,AM,1,False
Benjamin Dominguez,1316088,87,Left Winger,LW,18,True
Benjamin Dominguez,1316088,106,Striker,ST,2,False
Rodrigo Castillo,1336919,104,Striker,ST,13,True
Matias Abaldo,1398532,72,Right Midfielder,RM,9,False
Matias Abaldo,1398532,83,Right Winger,RW,13,True
Matias Abaldo,1398532,104,Striker,ST,1,False
Rodrigo Rey,443465,11,Keeper,GK,40,True
Damian Perez,147564,37,Center Back,CB,1,False
Damian Perez,147564,38,Left Back,LB,22,True
Damian Perez,147564,58,Left Wing-Back,LWB,5,False
Damian Perez,147564,78,Left Midfielder,LM,2,False
Julio Alberto Buffarini,310515,32,Right Back,RB,2,True
Julio Alberto Buffarini,310515,52,Right Wing-Back,RWB,1,False
Felipe Aguilar,425777,33,Center Back,CB,11,True
Joaquin Laso,622269,33,Center Back,CB,39,True
Adrian Sporle,743009,37,Center Back,CB,1,False
Adrian Sporle,743009,38,Left Back,LB,13,True
Adrian Sporle,743009,59,Left Wing-Back,LWB,5,False
Federico Vera,824090,32,Right Back,RB,3,False
Federico Vera,824090,51,Right Wing-Back,RWB,25,True
Federico Vera,824090,71,Right Midfielder,RM,1,False
Kevin Lomonaco,1206583,34,Center Back,CB,8,True
Marco Pellegrino,1237690,36,Center Back,CB,4,True
Marco Pellegrino,1237690,38,Left Back,LB,1,False
Juan Fedorco,1299451,32,Right Back,RB,1,False
Juan Fedorco,1299451,33,Center Back,CB,24,True
Felipe Loyola,1343374,32,Right Back,RB,21,True
Felipe Loyola,1343374,33,Center Back,CB,2,False
Felipe Loyola,1343374,38,Left Back,LB,1,False
Felipe Loyola,1343374,51,Right Wing-Back,RWB,1,False
Felipe Loyola,1343374,65,Defensive Midfielder,DM,2,False
Felipe Loyola,1343374,75,Central Midfielder,CM,2,False
Felipe Loyola,1343374,78,Left Midfielder,LM,1,False
Santiago Gabriel Montiel,1435714,52,Right Wing-Back,RWB,1,False
Santiago Gabriel Montiel,1435714,58,Left Wing-Back,LWB,7,True
Santiago Gabriel Montiel,1435714,72,Right Midfielder,RM,1,False
Santiago Gabriel Montiel,1435714,73,Central Midfielder,CM,3,False
Santiago Gabriel Montiel,1435714,79,Left Midfielder,LM,1,False
Santiago Salle,1439529,32,Right Back,RB,6,True
Iván Marcone,157868,64,Defensive Midfielder,DM,9,False
Iván Marcone,157868,73,Central Midfielder,CM,25,True
Federico Mancuello,161344,64,Defensive Midfielder,DM,9,False
Federico Mancuello,161344,73,Central Midfielder,CM,16,True
Federico Mancuello,161344,83,Right Winger,RW,1,False
Federico Mancuello,161344,85,Attacking Midfielder,AM,1,False
Jhonny Quinonez,764456,73,Central Midfielder,CM,4,True
Jhonny Quinonez,764456,78,Left Midfielder,LM,1,False
Lucas Gonzalez,1088057,63,Defensive Midfielder,DM,1,False
Lucas Gonzalez,1088057,72,Right Midfielder,RM,3,False
Lucas Gonzalez,1088057,73,Central Midfielder,CM,12,True
Lucas Gonzalez,1088057,84,Attacking Midfielder,AM,5,False
Lucas Gonzalez,1088057,103,Right Winger,RW,1,False
Alex Luna,1314218,76,Central Midfielder,CM,5,False
Alex Luna,1314218,78,Left Midfielder,LM,3,False
Alex Luna,1314218,83,Right Winger,RW,3,False
Alex Luna,1314218,85,Attacking Midfielder,AM,6,True
Alex Luna,1314218,87,Left Winger,LW,4,False
Alex Luna,1314218,104,Striker,ST,1,False
Santiago Toloza,1354120,73,Central Midfielder,CM,2,True
Santiago Toloza,1354120,78,Left Midfielder,LM,1,False
Santiago Toloza,1354120,83,Right Winger,RW,1,False
Santiago Toloza,1354120,85,Attacking Midfielder,AM,1,False
Santiago Toloza,1354120,104,Striker,ST,1,False
David Martinez,1457715,64,Defensive Midfielder,DM,6,False
David Martinez,1457715,73,Central Midfielder,CM,9,True
David Martinez,1457715,78,Left Midfielder,LM,1,False
David Martinez,1457715,83,Right Winger,RW,1,False
Javier Ruiz,1513420,72,Right Midfielder,RM,1,True
Lautaro Millan,1647589,85,Attacking Midfielder,AM,3,True
Gabriel Avalos,425711,104,Striker,ST,34,True
Gabriel Avalos,425711,107,Left Winger,LW,1,False
Alexis Pedro Canelo,616400,78,Left Midfielder,LM,1,False
Alexis Pedro Canelo,616400,83,Right Winger,RW,5,False
Alexis Pedro Canelo,616400,85,Attacking Midfielder,AM,1,False
Alexis Pedro Canelo,616400,87,Left Winger,LW,3,False
Alexis Pedro Canelo,616400,104,Striker,ST,12,True
Matias Gimenez Rojas,1025559,85,Attacking Midfielder,AM,2,False
Matias Gimenez Rojas,1025559,103,Right Winger,RW,1,False
Matias Gimenez Rojas,1025559,104,Striker,ST,14,True
Maestro Puch Ignacio,1221231,104,Striker,ST,8,True
Rodrigo Marquez,1277344,88,Left Winger,LW,1,True
Santiago Massa,1362516,87,Left Winger,LW,1,True
Javier Vallejo,1388237,72,Right Midfielder,RM,1,False
Javier Vallejo,1388237,83,Right Winger,RW,5,True
Javier Vallejo,1388237,104,Striker,ST,1,False
Santiago Lopez,1485158,82,Right Winger,RW,6,True
Santiago Lopez,1485158,87,Left Winger,LW,4,False
Santiago Lopez,1485158,114,Striker,ST,2,False
Diego Tarzia,1607054,87,Left Winger,LW,4,True
Fernando Monetti,146756,11,Keeper,GK,14,True
Lucas Acosta,492209,11,Keeper,GK,29,True
Jeronimo Pourtau,834883,11,Keeper,GK,15,True
Thyago Ayala,1513003,11,Keeper,GK,1,True
Facundo Roncaglia,113318,32,Right Back,RB,2,False
Facundo Roncaglia,113318,35,Center Back,CB,3,True
Juan Manuel Insaurralde,147620,34,Center Back,CB,36,True
Gaston Sauro,169806,33,Center Back,CB,6,True
Luis Yamil Garnier,571459,32,Right Back,RB,1,True
Yair Arismendi,845709,38,Left Back,LB,7,True
Yair Arismendi,845709,59,Left Wing-Back,LWB,3,False
Yair Arismendi,845709,76,Central Midfielder,CM,1,False
Yair Arismendi,845709,78,Left Midfielder,LM,5,False
Yair Arismendi,845709,104,Striker,ST,1,False
Elias Sebastian Lopez,1074868,32,Right Back,RB,8,True
Elias Sebastian Lopez,1074868,33,Center Back,CB,1,False
Elias Sebastian Lopez,1074868,51,Right Wing-Back,RWB,7,False
Franco Paredes,1137661,32,Right Back,RB,3,False
Franco Paredes,1137661,33,Center Back,CB,24,True
Franco Paredes,1137661,64,Defensive Midfielder,DM,1,False
Franco Paredes,1137661,71,Right Midfielder,RM,1,False
Juan Guasone,1203234,33,Center Back,CB,9,True
Alfredo Amarilla,1305063,59,Left Wing-Back,LWB,1,True
Alfredo Amarilla,1305063,75,Central Midfielder,CM,1,False
Gabriel Diaz,1352729,38,Left Back,LB,18,True
Gabriel Diaz,1352729,59,Left Wing-Back,LWB,7,False
Gabriel Diaz,1352729,79,Left Midfielder,LM,1,False
Jeremias Vallejos,1609764,32,Right Back,RB,2,True
Jeremias Vallejos,1609764,51,Right Wing-Back,RWB,1,False
Pablo Javier Perez,18483,73,Central Midfielder,CM,1,True
Nicolás Gaitán,164031,78,Left Midfielder,LM,1,True
Nicolás Gaitán,164031,85,Attacking Midfielder,AM,1,False
Fernando Gabriel Godoy,164035,65,Defensive Midfielder,DM,1,False
Fernando Gabriel Godoy,164035,74,Central Midfielder,CM,14,True
Emiliano Mendez,202628,64,Defensive Midfielder,DM,6,False
Emiliano Mendez,202628,74,Central Midfielder,CM,7,True
Juan Andrada,787257,64,Defensive Midfielder,DM,8,True
Juan Andrada,787257,73,Central Midfielder,CM,3,False
Sergio Quiroga,824068,73,Central Midfielder,CM,5,False
Sergio Quiroga,824068,78,Left Midfielder,LM,6,True
Sergio Quiroga,824068,84,Attacking Midfielder,AM,5,False
Sergio Quiroga,824068,87,Left Winger,LW,2,False
Sergio Quiroga,824068,103,Right Winger,RW,1,False
Sergio Quiroga,824068,106,Striker,ST,1,False
Valentin Burgoa,936100,72,Right Midfielder,RM,1,False
Valentin Burgoa,936100,78,Left Midfielder,LM,1,False
Valentin Burgoa,936100,84,Attacking Midfielder,AM,6,True
Diego Calcaterra,1215717,34,Center Back,CB,6,False
Diego Calcaterra,1215717,65,Defensive Midfielder,DM,4,False
Diego Calcaterra,1215717,74,Central Midfielder,CM,7,True
Diego Calcaterra,1215717,78,Left Midfielder,LM,1,False
Diego Calcaterra,1215717,82,Right Winger,RW,1,False
Joaquin Gho,1232259,72,Right Midfielder,RM,2,False
Joaquin Gho,1232259,73,Central Midfielder,CM,3,False
Joaquin Gho,1232259,78,Left Midfielder,LM,3,False
Joaquin Gho,1232259,82,Right Winger,RW,4,True
Joaquin Gho,1232259,95,Attacking Midfielder,AM,2,False
Joaquin Gho,1232259,104,Striker,ST,5,False
Manuel Garcia,1238746,37,Center Back,CB,1,False
Manuel Garcia,1238746,66,Defensive Midfielder,DM,2,False
Manuel Garcia,1238746,73,Central Midfielder,CM,10,True
Manuel Garcia,1238746,83,Right Winger,RW,1,False
Manuel Garcia,1238746,86,Attacking Midfielder,AM,3,False
Federico Paradela,1252646,77,Central Midfielder,CM,1,True
Manuel Monaco,1372337,72,Right Midfielder,RM,6,True
Manuel Monaco,1372337,73,Central Midfielder,CM,1,False
Manuel Monaco,1372337,82,Right Winger,RW,1,False
Lisandro Lopez,30536,92,Right Winger,RW,1,False
Lisandro Lopez,30536,104,Striker,ST,10,True
Gabriel Hauche,41018,72,Right Midfielder,RM,4,False
Gabriel Hauche,41018,75,Central Midfielder,CM,3,False
Gabriel Hauche,41018,78,Left Midfielder,LM,1,False
Gabriel Hauche,41018,83,Right Winger,RW,4,True
Gabriel Hauche,41018,85,Attacking Midfielder,AM,3,False
Gabriel Hauche,41018,104,Striker,ST,5,False
Gabriel Hauche,41018,107,Left Winger,LW,3,False
Agustin Fontana,592919,104,Striker,ST,12,True
Bryan Cabezas,617424,83,Right Winger,RW,1,True
Gabriel Gudino,751219,72,Right Midfielder,RM,4,False
Gabriel Gudino,751219,78,Left Midfielder,LM,1,False
Gabriel Gudino,751219,82,Right Winger,RW,2,False
Gabriel Gudino,751219,87,Left Winger,LW,5,True
Ivan Morales,785840,104,Striker,ST,9,True
Ivan Morales,785840,107,Left Winger,LW,1,False
David Gallardo,818392,87,Left Winger,LW,1,True
Ezequiel Naya,1276035,98,Left Winger,LW,1,False
Ezequiel Naya,1276035,104,Striker,ST,12,True
Matias Rosales,1649651,51,Right Wing-Back,RWB,1,False
Matias Rosales,1649651,82,Right Winger,RW,2,True
Diego Rodriguez,186986,11,Keeper,GK,50,True
Miguel Acosta,1200317,11,Keeper,GK,1,True
Gonzalo Siri Payer,1608394,11,Keeper,GK,1,True
Fernando Meza,158897,32,Right Back,RB,8,False
Fernando Meza,158897,33,Center Back,CB,13,True
Erik Fernando Godoy,316878,33,Center Back,CB,17,True
Jonathan Galvan,615932,33,Center Back,CB,29,True
Sebastian Prieto,841913,38,Left Back,LB,20,True
Sebastian Prieto,841913,77,Central Midfielder,CM,1,False
Luciano Sanchez,862337,33,Center Back,CB,1,True
Francisco Alvarez,920404,32,Right Back,RB,1,False
Francisco Alvarez,920404,33,Center Back,CB,30,True
Roman Vega,1240172,36,Center Back,CB,3,False
Roman Vega,1240172,38,Left Back,LB,22,True
Roman Vega,1240172,58,Left Wing-Back,LWB,2,False
Kevin Coronel,1575797,32,Right Back,RB,3,True
Kevin Coronel,1575797,51,Right Wing-Back,RWB,2,False
Kevin Coronel,1575797,71,Right Midfielder,RM,1,False
Thiago Santamaria,1607567,32,Right Back,RB,19,True
Thiago Santamaria,1607567,51,Right Wing-Back,RWB,1,False
Tobias Palacio,1607568,34,Center Back,CB,26,True
Nicolas Oroz,543304,66,Defensive Midfielder,DM,2,False
Nicolas Oroz,543304,72,Right Midfielder,RM,1,False
Nicolas Oroz,543304,73,Central Midfielder,CM,19,True
Nicolas Oroz,543304,78,Left Midfielder,LM,3,False
Nicolas Oroz,543304,87,Left Winger,LW,2,False
Nicolas Oroz,543304,94,Attacking Midfielder,AM,1,False
Nicolas Oroz,543304,103,Right Winger,RW,3,False
Francis Mac Allister,751057,77,Central Midfielder,CM,1,True
Alan Rodriguez,1035611,32,Right Back,RB,1,False
Alan Rodriguez,1035611,52,Right Wing-Back,RWB,1,False
Alan Rodriguez,1035611,64,Defensive Midfielder,DM,3,False
Alan Rodriguez,1035611,72,Right Midfielder,RM,1,False
Alan Rodriguez,1035611,73,Central Midfielder,CM,15,True
Alan Rodriguez,1035611,78,Left Midfielder,LM,1,False
Alan Rodriguez,1035611,87,Left Winger,LW,1,False
Emiliano Viveros,1304246,58,Left Wing-Back,LWB,1,False
Emiliano Viveros,1304246,67,Defensive Midfielder,DM,1,False
Emiliano Viveros,1304246,72,Right Midfielder,RM,1,False
Emiliano Viveros,1304246,76,Central Midfielder,CM,3,False
Emiliano Viveros,1304246,78,Left Midfielder,LM,5,True
Emiliano Viveros,1304246,83,Right Winger,RW,1,False
Emiliano Viveros,1304246,86,Attacking Midfielder,AM,4,False
Emiliano Viveros,1304246,106,Striker,ST,1,False
Alan Lescano,1342579,63,Defensive Midfielder,DM,3,False
Alan Lescano,1342579,72,Right Midfielder,RM,3,False
Alan Lescano,1342579,73,Central Midfielder,CM,20,True
Alan Lescano,1342579,82,Right Winger,RW,2,False
Alan Lescano,1342579,85,Attacking Midfielder,AM,3,False
Juan Cardozo,1437199,73,Central Midfielder,CM,5,True
Matias Perello,1607569,96,Attacking Midfielder,AM,1,True
Matias Perello,1607569,116,Striker,ST,1,False
Lucas Gomez,1609797,66,Defensive Midfielder,DM,1,False
Lucas Gomez,1609797,74,Central Midfielder,CM,1,True
Ariel Gamarra,1613475,65,Defensive Midfielder,DM,3,False
Ariel Gamarra,1613475,74,Central Midfielder,CM,12,True
Maximiliano Romero,613299,96,Attacking Midfielder,AM,1,False
Maximiliano Romero,613299,103,Right Winger,RW,2,False
Maximiliano Romero,613299,104,Striker,ST,18,True
Maximiliano Romero,613299,107,Left Winger,LW,9,False
Damian Batallini,724453,78,Left Midfielder,LM,1,False
Damian Batallini,724453,84,Attacking Midfielder,AM,4,False
Damian Batallini,724453,87,Left Winger,LW,9,True
Tomas Molina,728323,104,Striker,ST,16,True
Leonardo Heredia,809620,73,Central Midfielder,CM,2,False
Leonardo Heredia,809620,78,Left Midfielder,LM,3,False
Leonardo Heredia,809620,83,Right Winger,RW,3,False
Leonardo Heredia,809620,96,Attacking Midfielder,AM,1,False
Leonardo Heredia,809620,104,Striker,ST,6,False
Leonardo Heredia,809620,107,Left Winger,LW,5,True
Gaston Veron,918846,85,Attacking Midfielder,AM,6,False
Gaston Veron,918846,88,Left Winger,LW,2,False
Gaston Veron,918846,103,Right Winger,RW,5,False
Gaston Veron,918846,105,Striker,ST,8,True
Luciano Gondou,1232258,95,Attacking Midfielder,AM,2,False
Luciano Gondou,1232258,103,Right Winger,RW,4,False
Luciano Gondou,1232258,104,Striker,ST,28,True
Luciano Gondou,1232258,107,Left Winger,LW,1,False
Jose Herrera,1372718,52,Right Wing-Back,RWB,1,False
Jose Herrera,1372718,83,Right Winger,RW,6,True
Jose Herrera,1372718,104,Striker,ST,1,False
Andrés Desábato,279889,11,Keeper,GK,10,True
Juan Cozzani,926330,11,Keeper,GK,38,True
Nicolas Sumavil,1439173,11,Keeper,GK,6,True
Gaston Suso,529109,35,Center Back,CB,38,True
Raul Lozano,856411,32,Right Back,RB,11,True
Raul Lozano,856411,38,Left Back,LB,2,False
Raul Lozano,856411,51,Right Wing-Back,RWB,2,False
Raul Lozano,856411,59,Left Wing-Back,LWB,1,False
Raul Lozano,856411,72,Right Midfielder,RM,1,False
Ignacio Vazquez,1033115,33,Center Back,CB,41,True
Oscar Salomon,1082758,35,Center Back,CB,11,True
Juan Saborido,1135677,32,Right Back,RB,9,True
Juan Saborido,1135677,51,Right Wing-Back,RWB,6,False
Juan Saborido,1135677,71,Right Midfielder,RM,1,False
Bautista Barros Schelotto,1221037,32,Right Back,RB,7,True
Bautista Barros Schelotto,1221037,51,Right Wing-Back,RWB,1,False
Sasha Marcich,1232257,37,Center Back,CB,1,False
Sasha Marcich,1232257,38,Left Back,LB,14,True
Sasha Marcich,1232257,58,Left Wing-Back,LWB,8,False
Sasha Marcich,1232257,78,Left Midfielder,LM,3,False
Sasha Marcich,1232257,107,Left Winger,LW,3,False
Juan Pablo Pignani,1337229,34,Center Back,CB,1,True
Agustin Quiroga,1457716,38,Left Back,LB,3,True
Gabriel Hachen,299645,72,Right Midfielder,RM,1,False
