id,league,league_id,country,round,season,season_id,home_team_id,away_team_id,link
11937199,Liga Profesional,155,Argentina,7,2024,57478,3204,3217,https://www.sofascore.com/es/football/match/rosario-central-club-atletico-union-de-santa-fe/eobsrob#id:11937199
11937205,Liga Profesional,155,Argentina,7,2024,57478,3202,3219,https://www.sofascore.com/es/football/match/banfield-boca-juniors/cobsuob#id:11937205
11937193,Liga Profesional,155,Argentina,6,2024,57478,3216,7628,https://www.sofascore.com/es/football/match/tigre-argentinos-juniors/qobsDcd#id:11937193
11937186,Liga Profesional,155,Argentina,6,2024,57478,36842,3205,https://www.sofascore.com/es/football/match/independiente-rivadavia-gimnasia-y-esgrima/fobsRLo#id:11937186
11937184,Liga Profesional,155,Argentina,6,2024,57478,4937,3209,https://www.sofascore.com/es/football/match/instituto-de-cordoba-independiente/jobsMYb#id:11937184
11937185,Liga Profesional,155,Argentina,6,2024,57478,65668,3212,https://www.sofascore.com/es/football/match/barracas-central-newells-old-boys/mobstnB#id:11937185
11937192,Liga Profesional,155,Argentina,6,2024,57478,3203,189723,https://www.sofascore.com/es/football/match/deportivo-riestra-belgrano/dobsyUAb#id:11937192
11937189,Liga Profesional,155,Argentina,6,2024,57478,3217,42338,https://www.sofascore.com/es/football/match/sarmiento-rosario-central/robsNWq#id:11937189
11937187,Liga Profesional,155,Argentina,6,2024,57478,3201,7629,https://www.sofascore.com/es/football/match/huracan-san-lorenzo/bobsEcd#id:11937187
11937190,Liga Profesional,155,Argentina,6,2024,57478,3215,6074,https://www.sofascore.com/es/football/match/godoy-cruz-racing-club/pobszwc#id:11937190
11937183,Liga Profesional,155,Argentina,6,2024,57478,3219,36833,https://www.sofascore.com/es/football/match/atletico-tucuman-banfield/uobsILo#id:11937183
11937191,Liga Profesional,155,Argentina,6,2024,57478,3211,3218,https://www.sofascore.com/es/football/match/lanus-river-plate/lobstob#id:11937191
11937180,Liga Profesional,155,Argentina,6,2024,57478,65676,36837,https://www.sofascore.com/es/football/match/central-cordoba-platense/MLosBnB#id:11937180
11937188,Liga Profesional,155,Argentina,6,2024,57478,3206,3204,https://www.sofascore.com/es/football/match/estudiantes-de-la-plata-club-atletico-union-de-santa-fe/eobsgob#id:11937188
11937182,Liga Profesional,155,Argentina,6,2024,57478,36839,3202,https://www.sofascore.com/es/football/match/defensa-y-justicia-boca-juniors/cobsOLo#id:11937182
11937181,Liga Profesional,155,Argentina,6,2024,57478,3208,3210,https://www.sofascore.com/es/football/match/talleres-velez-sarsfield/iobskob#id:11937181
11937170,Liga Profesional,155,Argentina,5,2024,57478,6074,3217,https://www.sofascore.com/es/football/match/godoy-cruz-rosario-central/robszwc#id:11937170
11937166,Liga Profesional,155,Argentina,5,2024,57478,3216,65676,https://www.sofascore.com/es/football/match/central-cordoba-argentinos-juniors/qobsBnB#id:11937166
11937174,Liga Profesional,155,Argentina,5,2024,57478,3205,65668,https://www.sofascore.com/es/football/match/barracas-central-gimnasia-y-esgrima/fobstnB#id:11937174
11937176,Liga Profesional,155,Argentina,5,2024,57478,3209,3219,https://www.sofascore.com/es/football/match/banfield-independiente/jobsuob#id:11937176
11937168,Liga Profesional,155,Argentina,5,2024,57478,189723,3211,https://www.sofascore.com/es/football/match/deportivo-riestra-river-plate/lobsyUAb#id:11937168
11937171,Liga Profesional,155,Argentina,5,2024,57478,42338,3206,https://www.sofascore.com/es/football/match/sarmiento-estudiantes-de-la-plata/gobsNWq#id:11937171
11937167,Liga Profesional,155,Argentina,5,2024,57478,7628,3203,https://www.sofascore.com/es/football/match/tigre-belgrano/dobsDcd#id:11937167
11937169,Liga Profesional,155,Argentina,5,2024,57478,3218,3215,https://www.sofascore.com/es/football/match/lanus-racing-club/pobstob#id:11937169
11937175,Liga Profesional,155,Argentina,5,2024,57478,3212,4937,https://www.sofascore.com/es/football/match/instituto-de-cordoba-newells-old-boys/mobsMYb#id:11937175
11937178,Liga Profesional,155,Argentina,5,2024,57478,3202,3208,https://www.sofascore.com/es/football/match/velez-sarsfield-boca-juniors/cobsiob#id:11937178
11937179,Liga Profesional,155,Argentina,5,2024,57478,3210,36837,https://www.sofascore.com/es/football/match/platense-talleres/kobsMLo#id:11937179
11937172,Liga Profesional,155,Argentina,5,2024,57478,3204,3201,https://www.sofascore.com/es/football/match/club-atletico-union-de-santa-fe-san-lorenzo/bobseob#id:11937172
11937173,Liga Profesional,155,Argentina,5,2024,57478,7629,36842,https://www.sofascore.com/es/football/match/independiente-rivadavia-huracan/EcdsRLo#id:11937173
11937177,Liga Profesional,155,Argentina,5,2024,57478,36833,36839,https://www.sofascore.com/es/football/match/defensa-y-justicia-atletico-tucuman/ILosOLo#id:11937177
11937163,Liga Profesional,155,Argentina,4,2024,57478,3215,189723,https://www.sofascore.com/es/football/match/deportivo-riestra-racing-club/pobsyUAb#id:11937163
11937165,Liga Profesional,155,Argentina,4,2024,57478,3203,3216,https://www.sofascore.com/es/football/match/argentinos-juniors-belgrano/dobsqob#id:11937165
11937154,Liga Profesional,155,Argentina,4,2024,57478,3208,36833,https://www.sofascore.com/es/football/match/atletico-tucuman-velez-sarsfield/iobsILo#id:11937154
11937153,Liga Profesional,155,Argentina,4,2024,57478,36837,3202,https://www.sofascore.com/es/football/match/platense-boca-juniors/cobsMLo#id:11937153
11937152,Liga Profesional,155,Argentina,4,2024,57478,65676,3210,https://www.sofascore.com/es/football/match/central-cordoba-talleres/kobsBnB#id:11937152
11937162,Liga Profesional,155,Argentina,4,2024,57478,3217,3218,https://www.sofascore.com/es/football/match/lanus-rosario-central/robstob#id:11937162
11937157,Liga Profesional,155,Argentina,4,2024,57478,4937,3205,https://www.sofascore.com/es/football/match/instituto-de-cordoba-gimnasia-y-esgrima/fobsMYb#id:11937157
11937164,Liga Profesional,155,Argentina,4,2024,57478,3211,7628,https://www.sofascore.com/es/football/match/tigre-river-plate/lobsDcd#id:11937164
11937160,Liga Profesional,155,Argentina,4,2024,57478,3201,42338,https://www.sofascore.com/es/football/match/sarmiento-san-lorenzo/bobsNWq#id:11937160
11937155,Liga Profesional,155,Argentina,4,2024,57478,36839,3209,https://www.sofascore.com/es/football/match/defensa-y-justicia-independiente/jobsOLo#id:11937155
11937161,Liga Profesional,155,Argentina,4,2024,57478,3206,6074,https://www.sofascore.com/es/football/match/godoy-cruz-estudiantes-de-la-plata/gobszwc#id:11937161
11937158,Liga Profesional,155,Argentina,4,2024,57478,65668,7629,https://www.sofascore.com/es/football/match/barracas-central-huracan/EcdstnB#id:11937158
11937156,Liga Profesional,155,Argentina,4,2024,57478,3219,3212,https://www.sofascore.com/es/football/match/banfield-newells-old-boys/mobsuob#id:11937156
11937159,Liga Profesional,155,Argentina,4,2024,57478,36842,3204,https://www.sofascore.com/es/football/match/independiente-rivadavia-club-atletico-union-de-santa-fe/eobsRLo#id:11937159
11937141,Liga Profesional,155,Argentina,3,2024,57478,189723,3217,https://www.sofascore.com/es/football/match/deportivo-riestra-rosario-central/robsyUAb#id:11937141
11937140,Liga Profesional,155,Argentina,3,2024,57478,7628,3215,https://www.sofascore.com/es/football/match/tigre-racing-club/pobsDcd#id:11937140
