match,team,team_id,score_pos,score_neg,win,draw,loose,local,season,league
11937238,Instituto,4937,2,0,True,False,False,Home,2024,Argentina Liga Profesional
11937238,Platense,36837,0,2,False,False,True,Away,2024,Argentina Liga Profesional
