homeTeam_name,homeTeam_id,homeScore,homeScore_p1,homeScore_p2,awayTeam_name,awayTeam_id,awayScore,awayScore_p1,awayScore_p2,round,tournament,year,stadium,country,city,date_time,season,league
Instituto,4937,2,0,2,Platense,36837,0,0,0,{'round': 10},Liga Profesional,2024,Estadio Presidente Peron,Argentina,Cordoba,1723399200,2024,Argentina Liga Profesional
