team,stat,value,class,target,table,league,country,season
Sarmiento,Def. pen.,687.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Talleres,Def. pen.,581.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Tigre,Def. pen.,701.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Unión,Def. pen.,571.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,Def. pen.,670.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,3.º def.,1944.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,3.º def.,1749.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Banfield,3.º def.,1808.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,3.º def.,2376.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Belgrano,3.º def.,2037.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,3.º def.,2310.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,3.º def.,1935.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,3.º def.,2206.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,3.º def.,1601.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,3.º def.,1942.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,3.º def.,1772.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,3.º def.,1768.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Huracán,3.º def.,2069.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Independiente,3.º def.,1774.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,3.º def.,1649.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Instituto,3.º def.,1696.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Lanús,3.º def.,1892.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,3.º def.,1819.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Platense,3.º def.,1492.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Racing Club,3.º def.,1868.0,Toques,For,Possession,Liga Profesional,Argentina,2024
River Plate,3.º def.,2050.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,3.º def.,2041.0,Toques,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,3.º def.,1598.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Sarmiento,3.º def.,1719.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Talleres,3.º def.,1964.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Tigre,3.º def.,2067.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Unión,3.º def.,1752.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,3.º def.,2025.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,3.º cent.,3440.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,3.º cent.,2635.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Banfield,3.º cent.,2313.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,3.º cent.,2897.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Belgrano,3.º cent.,2841.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,3.º cent.,3050.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,3.º cent.,3571.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,3.º cent.,2840.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,3.º cent.,1841.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,3.º cent.,3734.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,3.º cent.,2647.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,3.º cent.,2343.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Huracán,3.º cent.,2712.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Independiente,3.º cent.,2463.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,3.º cent.,2118.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Instituto,3.º cent.,2341.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Lanús,3.º cent.,2371.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,3.º cent.,2620.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Platense,3.º cent.,2246.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Racing Club,3.º cent.,2929.0,Toques,For,Possession,Liga Profesional,Argentina,2024
River Plate,3.º cent.,4182.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,3.º cent.,2916.0,Toques,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,3.º cent.,2988.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Sarmiento,3.º cent.,1667.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Talleres,3.º cent.,3061.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Tigre,3.º cent.,3277.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Unión,3.º cent.,2419.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,3.º cent.,2630.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,3.º ataq.,1798.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,3.º ataq.,1403.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Banfield,3.º ataq.,1226.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,3.º ataq.,1103.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Belgrano,3.º ataq.,1330.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,3.º ataq.,1283.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,3.º ataq.,1415.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,3.º ataq.,1359.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,3.º ataq.,1192.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,3.º ataq.,1613.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,3.º ataq.,1619.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,3.º ataq.,1157.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Huracán,3.º ataq.,1222.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Independiente,3.º ataq.,1299.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,3.º ataq.,1119.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Instituto,3.º ataq.,1323.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Lanús,3.º ataq.,1138.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,3.º ataq.,1266.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Platense,3.º ataq.,1363.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Racing Club,3.º ataq.,1530.0,Toques,For,Possession,Liga Profesional,Argentina,2024
River Plate,3.º ataq.,2192.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,3.º ataq.,1238.0,Toques,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,3.º ataq.,1502.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Sarmiento,3.º ataq.,938.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Talleres,3.º ataq.,1463.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Tigre,3.º ataq.,1424.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Unión,3.º ataq.,1408.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,3.º ataq.,1459.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,Ataq. pen.,222.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,Ataq. pen.,209.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Banfield,Ataq. pen.,174.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,Ataq. pen.,133.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Belgrano,Ataq. pen.,205.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,Ataq. pen.,180.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Ataq. pen.,169.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,Ataq. pen.,166.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,Ataq. pen.,191.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,Ataq. pen.,228.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,Ataq. pen.,233.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,Ataq. pen.,171.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Huracán,Ataq. pen.,169.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Independiente,Ataq. pen.,211.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,Ataq. pen.,154.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Instituto,Ataq. pen.,170.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Lanús,Ataq. pen.,150.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,Ataq. pen.,197.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Platense,Ataq. pen.,206.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Racing Club,Ataq. pen.,235.0,Toques,For,Possession,Liga Profesional,Argentina,2024
River Plate,Ataq. pen.,273.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,Ataq. pen.,148.0,Toques,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,Ataq. pen.,201.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Sarmiento,Ataq. pen.,157.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Talleres,Ataq. pen.,170.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Tigre,Ataq. pen.,172.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Unión,Ataq. pen.,232.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,Ataq. pen.,190.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,Balón vivo,7121.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,Balón vivo,5723.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Banfield,Balón vivo,5282.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,Balón vivo,6294.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Belgrano,Balón vivo,6149.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,Balón vivo,6597.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Balón vivo,6847.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,Balón vivo,6339.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,Balón vivo,4583.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,Balón vivo,7219.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,Balón vivo,5961.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,Balón vivo,5202.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Huracán,Balón vivo,5942.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Independiente,Balón vivo,5479.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,Balón vivo,4826.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Instituto,Balón vivo,5306.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Lanús,Balón vivo,5338.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,Balón vivo,5637.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Platense,Balón vivo,5054.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Racing Club,Balón vivo,6259.0,Toques,For,Possession,Liga Profesional,Argentina,2024
River Plate,Balón vivo,8350.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,Balón vivo,6123.0,Toques,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,Balón vivo,6014.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Sarmiento,Balón vivo,4275.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Talleres,Balón vivo,6429.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Tigre,Balón vivo,6701.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Unión,Balón vivo,5510.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,Balón vivo,6052.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,Att,238.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,Att,157.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Banfield,Att,217.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,Att,287.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Belgrano,Att,209.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,Att,207.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Att,282.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,Att,206.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,Att,181.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,Att,228.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,Att,211.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,Att,161.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Huracán,Att,162.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Independiente,Att,227.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,Att,206.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Instituto,Att,157.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Lanús,Att,215.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,Att,201.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Platense,Att,180.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Racing Club,Att,206.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
River Plate,Att,259.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,Att,199.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,Att,217.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Sarmiento,Att,132.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Talleres,Att,226.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Tigre,Att,261.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Unión,Att,196.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,Att,202.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,Succ,111.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,Succ,63.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Banfield,Succ,104.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,Succ,109.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Belgrano,Succ,92.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,Succ,102.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Succ,125.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,Succ,90.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,Succ,80.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,Succ,124.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,Succ,98.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,Succ,72.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Huracán,Succ,69.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Independiente,Succ,111.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,Succ,90.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Instituto,Succ,61.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Lanús,Succ,101.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,Succ,86.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Platense,Succ,84.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Racing Club,Succ,109.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
River Plate,Succ,116.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,Succ,88.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,Succ,94.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Sarmiento,Succ,54.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Talleres,Succ,101.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Tigre,Succ,128.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Unión,Succ,89.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,Succ,92.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,Exitosa%,46.6,Tomas,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,Exitosa%,40.1,Tomas,For,Possession,Liga Profesional,Argentina,2024
Banfield,Exitosa%,47.9,Tomas,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,Exitosa%,38.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Belgrano,Exitosa%,44.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,Exitosa%,49.3,Tomas,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Exitosa%,44.3,Tomas,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,Exitosa%,43.7,Tomas,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,Exitosa%,44.2,Tomas,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,Exitosa%,54.4,Tomas,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,Exitosa%,46.4,Tomas,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,Exitosa%,44.7,Tomas,For,Possession,Liga Profesional,Argentina,2024
Huracán,Exitosa%,42.6,Tomas,For,Possession,Liga Profesional,Argentina,2024
Independiente,Exitosa%,48.9,Tomas,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,Exitosa%,43.7,Tomas,For,Possession,Liga Profesional,Argentina,2024
Instituto,Exitosa%,38.9,Tomas,For,Possession,Liga Profesional,Argentina,2024
Lanús,Exitosa%,47.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,Exitosa%,42.8,Tomas,For,Possession,Liga Profesional,Argentina,2024
Platense,Exitosa%,46.7,Tomas,For,Possession,Liga Profesional,Argentina,2024
Racing Club,Exitosa%,52.9,Tomas,For,Possession,Liga Profesional,Argentina,2024
River Plate,Exitosa%,44.8,Tomas,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,Exitosa%,44.2,Tomas,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,Exitosa%,43.3,Tomas,For,Possession,Liga Profesional,Argentina,2024
Sarmiento,Exitosa%,40.9,Tomas,For,Possession,Liga Profesional,Argentina,2024
Talleres,Exitosa%,44.7,Tomas,For,Possession,Liga Profesional,Argentina,2024
Tigre,Exitosa%,49.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Unión,Exitosa%,45.4,Tomas,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,Exitosa%,45.5,Tomas,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,Tkld,115.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,Tkld,87.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Banfield,Tkld,97.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,Tkld,160.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Belgrano,Tkld,103.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,Tkld,91.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Tkld,136.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,Tkld,104.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,Tkld,92.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,Tkld,90.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,Tkld,108.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,Tkld,79.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Huracán,Tkld,83.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Independiente,Tkld,110.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,Tkld,100.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
Instituto,Tkld,89.0,Tomas,For,Possession,Liga Profesional,Argentina,2024
