player,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos,league,season,team,country
Mauricio Martínez,ARG,CC,31.523287671232875,9,8,579.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.5,8.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.07,0.07,0.07,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Alan Rodríguez,PAR,"DF,CC",24.03835616438356,9,7,685.0,7.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,7.0,31.0,32.0,0.13,0.0,0.13,0.13,0.13,0.01,0.06,0.07,0.01,0.07,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Emanuel Coronel,ARG,DF,27.575342465753426,9,7,681.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,12.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Franco Ibarra,ARG,CC,23.336986301369862,8,7,655.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,3.0,38.0,4.0,0.0,0.14,0.14,0.0,0.14,0.0,0.02,0.03,0.0,0.03,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Jaminton Campaz,COL,"DL,CC",24.265753424657536,11,7,621.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.7,1.4,23.0,26.0,66.0,0.0,0.14,0.14,0.0,0.14,0.09,0.1,0.2,0.09,0.2,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Agustín Módica,ARG,DL,21.63013698630137,10,7,536.0,6.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,2.4,7.0,11.0,23.0,0.5,0.0,0.5,0.5,0.5,0.33,0.08,0.41,0.33,0.41,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Jonathan David Gómez,ARG,"CC,DL",34.69041095890411,7,7,474.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.8,10.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.16,0.11,0.16,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Kevin Ortíz,ARG,CC,23.947945205479453,10,6,626.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,3.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Facundo Mallo,URU,DF,29.61917808219178,8,6,579.0,6.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.8,1.0,14.0,3.0,0.31,0.0,0.31,0.31,0.31,0.12,0.01,0.13,0.12,0.13,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Juan Giménez,ARG,DF,18.339726027397262,7,6,548.0,6.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,2.0,10.0,0.0,0.16,0.16,0.33,0.16,0.33,0.03,0.03,0.06,0.03,0.06,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Carlos Quintana,ARG,DF,36.54794520547945,6,6,531.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.8,0.9,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.15,0.02,0.15,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Víctor Malcorra,ARG,"CC,DL",37.0986301369863,7,6,506.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.8,19.0,30.0,46.0,0.0,0.18,0.18,0.0,0.18,0.09,0.06,0.15,0.09,0.15,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Agustín Sández,ARG,DF,23.61917808219178,5,5,403.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,5.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Damián Martínez,ARG,DF,34.57808219178082,5,5,381.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3,0.3,4.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Enzo Copetti,ARG,"DL,CC",28.61917808219178,8,4,472.0,5.2,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.4,0.6,0.7,1.3,3.0,9.0,39.0,0.19,0.19,0.38,0.19,0.38,0.27,0.13,0.4,0.12,0.25,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Laurtaro Giaccone,ARG,"DL,CC",23.575342465753426,12,4,450.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,1.8,2.7,14.0,22.0,33.0,0.2,0.4,0.6,0.2,0.6,0.19,0.36,0.54,0.19,0.54,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Maximiliano Lovera,ARG,"DL,CC",25.473972602739725,8,4,391.0,4.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.8,11.0,14.0,22.0,0.0,0.46,0.46,0.0,0.46,0.03,0.15,0.18,0.03,0.18,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Juan Cruz Komar,ARG,DF,28.043835616438358,6,4,365.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.5,0.7,0.0,3.0,0.0,0.0,0.25,0.25,0.0,0.25,0.06,0.11,0.17,0.06,0.17,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Francesco Lo Celso,ARG,"DL,CC",24.484931506849314,4,4,244.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,4.0,13.0,15.0,0.0,0.37,0.37,0.0,0.37,0.07,0.12,0.19,0.07,0.19,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Marco Ruben,ARG,DL,37.843835616438355,5,3,246.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,0.1,1.4,0.0,7.0,9.0,0.37,0.0,0.37,0.37,0.37,0.47,0.05,0.51,0.47,0.51,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Miguel Barbieri,ARG,DF,31.013698630136986,3,3,227.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Tomás O'Connor,ARG,CC,20.43013698630137,7,2,284.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.0,0.6,1.0,13.0,11.0,0.32,0.0,0.32,0.32,0.32,0.18,0.02,0.19,0.18,0.19,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Axel Werner,ARG,PO,28.5013698630137,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Luca Martínez,MEX,DL,23.616438356164384,2,1,84.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,1.1,1.0,0.0,5.0,1.07,0.0,1.07,1.07,1.07,1.16,0.0,1.16,1.16,1.16,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Elías Ocampo,ARG,DL,20.506849315068493,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Tobías Cervera,SYR,DL,22.063013698630137,1,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Fabricio Oviedo,ARG,DL,20.545205479452054,1,0,45.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,3.0,2.0,0.0,2.0,2.0,2.0,0.23,0.0,0.23,0.23,0.23,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Augusto Solari,ARG,DL,32.654794520547945,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Giovanni Bogado,PAR,DL,22.953424657534246,1,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Samuel Beltrán,ARG,CC,20.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Felipe Carnicero,ARG,CC,18.605479452054794,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Kevin Gutiérrez,ARG,CC,18.58082191780822,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Valentino Quintero,ARG,PO,21.375342465753423,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Kevin Silva,ARG,DF,21.36986301369863,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Rosario Central,Argentina
Total del equipo,nan,,28.2,12,132,1080.0,12.0,13.0,11.0,24.0,13.0,0.0,1.0,32.0,0.0,11.6,10.8,8.5,19.3,144.0,391.0,389.0,1.08,0.92,2.0,1.08,2.0,0.96,0.71,1.67,0.9,1.61,,Liga Profesional,2024,Rosario Central,Argentina
Total del oponente,nan,,27.5,12,132,1080.0,12.0,11.0,8.0,19.0,9.0,2.0,3.0,30.0,2.0,10.9,8.6,6.0,14.5,118.0,416.0,411.0,0.92,0.67,1.58,0.75,1.42,0.91,0.5,1.4,0.71,1.21,,Liga Profesional,2024,Rosario Central,Argentina
Ignacio Arce,ARG,PO,32.391780821917806,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Alan Barrionuevo,ARG,DF,27.65753424657534,12,12,1080.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.8,3.0,29.0,4.0,0.08,0.0,0.08,0.08,0.08,0.06,0.0,0.06,0.06,0.06,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Nicolás Sansotre,ARG,DF,30.975342465753425,12,12,1075.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,7.0,31.0,4.0,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.03,0.01,0.03,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Jonathan Herrera,ARG,DL,32.95342465753425,12,12,1037.0,11.5,5.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,4.6,4.6,0.6,5.2,13.0,9.0,100.0,0.43,0.0,0.43,0.43,0.43,0.4,0.05,0.45,0.4,0.45,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Pedro Ramírez,ARG,"DF,CC",24.4027397260274,12,12,975.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,1.6,2.5,7.0,40.0,34.0,0.0,0.09,0.09,0.0,0.09,0.08,0.15,0.23,0.08,0.23,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Pablo Monje,ARG,CC,27.561643835616437,11,10,919.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1,0.1,0.6,0.6,2.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.01,0.06,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Milton Céliz,ARG,CC,32.0958904109589,10,9,815.0,9.1,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.7,1.0,0.6,1.5,9.0,35.0,22.0,0.0,0.0,0.0,0.0,0.0,0.19,0.06,0.26,0.11,0.17,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Nicolás Caro,ARG,DF,29.32054794520548,9,8,766.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Jonatan Goitía,ARG,"DF,CC",30.073972602739726,11,6,655.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Guillermo Pereira,ARG,CC,30.61917808219178,8,6,365.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.6,1.0,2.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.25,0.1,0.25,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Gustavo Fernández,ARG,DL,34.06849315068493,6,5,351.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,8.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.1,0.04,0.1,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Antony Alonso,ARG,DL,26.301369863013697,6,5,346.0,3.8,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.4,1.4,0.6,1.9,4.0,10.0,21.0,0.78,0.0,0.78,0.78,0.78,0.35,0.15,0.51,0.35,0.51,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Rodrigo Sayavedra,ARG,DF,29.106849315068494,4,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,4.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Gonzalo Bravo,ARG,CC,34.28219178082192,7,3,263.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.8,1.7,5.0,16.0,14.0,0.34,0.0,0.34,0.34,0.34,0.31,0.26,0.57,0.31,0.57,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Jonathan Goya,ARG,CC,35.46027397260274,6,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Nicolas Dematei,ARG,DF,36.778082191780825,4,3,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Yaison Murillo,COL,DF,30.78904109589041,3,3,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Brían Sánchez,ARG,CC,31.216438356164385,9,2,287.0,3.2,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,1.0,2.1,7.0,20.0,10.0,0.63,0.63,1.25,0.63,1.25,0.36,0.32,0.67,0.36,0.67,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Leonardo Landriel,ARG,CC,28.126027397260273,2,2,131.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,2.0,5.0,4.0,0.0,0.69,0.69,0.0,0.69,0.0,0.19,0.19,0.0,0.19,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Delfor Minervino,ARG,DF,28.386301369863013,5,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Walter Acuña,ARG,"DL,CC",32.487671232876714,5,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.16,0.05,0.21,0.16,0.21,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Nicolás Benegas,ARG,DL,28.495890410958904,2,1,107.0,1.2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.1,0.1,0.2,4.0,2.0,8.0,0.84,0.0,0.84,0.0,0.0,0.77,0.09,0.86,0.1,0.19,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Maximiliano Rodríguez,ARG,"DF,CC",36.53972602739726,4,0,167.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,5.0,0.0,0.54,0.54,0.0,0.54,0.0,0.27,0.27,0.0,0.27,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Alexander Díaz,ARG,"DL,CC",24.602739726027398,3,0,98.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,7.0,4.0,10.0,0.92,0.0,0.92,0.92,0.92,0.58,0.43,1.01,0.58,1.01,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
José Méndez,ARG,"DL,CC",31.421917808219177,2,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Walter Rodríguez,PAR,"CC,DF",28.895890410958906,3,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Mario Sanabria,ARG,CC,22.095890410958905,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Maximiliano Brito,URU,"DL,CC",33.11232876712329,4,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Cristian Paz,ARG,DL,29.34794520547945,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Gustavo Benítez,ARG,DF,38.47945205479452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Joaquín Borja,ARG,CC,22.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Juan Dobboletta,ARG,PO,31.646575342465752,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Ramón Gonzalez,ARG,DL,22.416438356164385,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Nahuel Iribarren,ARG,DF,36.57260273972603,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Jeremías James,ARG,DF,23.583561643835615,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Rodrigo Saracho,ARG,PO,30.646575342465752,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Tomás Villoldo,ARG,DF,29.5013698630137,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Deportivo Riestra,Argentina
Total del equipo,nan,,30.2,12,132,1080.0,12.0,14.0,6.0,20.0,13.0,1.0,2.0,31.0,1.0,14.7,13.1,8.8,21.9,90.0,328.0,326.0,1.17,0.5,1.67,1.08,1.58,1.22,0.73,1.96,1.09,1.82,,Liga Profesional,2024,Deportivo Riestra,Argentina
Total del oponente,nan,,27.3,12,132,1080.0,12.0,15.0,12.0,27.0,14.0,1.0,1.0,28.0,3.0,13.5,12.7,11.1,23.8,211.0,606.0,601.0,1.25,1.0,2.25,1.17,2.17,1.13,0.92,2.05,1.06,1.99,,Liga Profesional,2024,Deportivo Riestra,Argentina
Paulo Díaz,CHI,DF,30.01095890410959,10,10,889.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.7,1.2,8.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.13,0.05,0.13,Partidos,Liga Profesional,2024,River Plate,Argentina
Pablo Solari,ARG,"DL,CC",23.438356164383563,11,10,773.0,8.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.1,2.1,1.6,3.7,29.0,21.0,108.0,0.12,0.12,0.23,0.12,0.23,0.25,0.18,0.43,0.25,0.43,Partidos,Liga Profesional,2024,River Plate,Argentina
Franco Armani,ARG,PO,37.87123287671233,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,River Plate,Argentina
Miguel Borja,COL,DL,31.59178082191781,9,7,661.0,7.3,6.0,0.0,6.0,4.0,2.0,2.0,3.0,0.0,6.3,4.7,0.3,5.0,7.0,9.0,52.0,0.82,0.0,0.82,0.54,0.54,0.86,0.04,0.9,0.64,0.68,Partidos,Liga Profesional,2024,River Plate,Argentina
Santiago Simón,ARG,"CC,DF",22.21095890410959,10,7,659.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.6,13.0,75.0,55.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Partidos,Liga Profesional,2024,River Plate,Argentina
Milton Casco,ARG,DF,36.38356164383562,9,7,634.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.7,0.8,11.0,42.0,42.0,0.0,0.14,0.14,0.0,0.14,0.02,0.1,0.11,0.02,0.11,Partidos,Liga Profesional,2024,River Plate,Argentina
Leandro González Pirez,ARG,DF,32.50684931506849,7,7,622.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,3.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Partidos,Liga Profesional,2024,River Plate,Argentina
Enzo Díaz,ARG,DF,28.72876712328767,8,7,606.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.3,0.5,18.0,50.0,74.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Partidos,Liga Profesional,2024,River Plate,Argentina
Facundo Colidio,ARG,DL,24.65205479452055,8,7,481.0,5.3,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.8,2.8,10.0,13.0,48.0,0.56,0.0,0.56,0.56,0.56,0.19,0.33,0.52,0.19,0.52,Partidos,Liga Profesional,2024,River Plate,Argentina
Franco Mastantuono,ARG,"CC,DL",17.041095890410958,12,6,595.0,6.6,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.2,2.2,1.3,3.5,17.0,40.0,64.0,0.15,0.3,0.45,0.15,0.45,0.34,0.19,0.53,0.34,0.53,Partidos,Liga Profesional,2024,River Plate,Argentina
Claudio Echeverri,ARG,"CC,DL",18.65753424657534,8,6,494.0,5.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.6,17.0,37.0,44.0,0.36,0.0,0.36,0.36,0.36,0.19,0.1,0.28,0.19,0.28,Partidos,Liga Profesional,2024,River Plate,Argentina
Rodrigo Aliendro,ARG,CC,33.534246575342465,9,6,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.8,1.0,3.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.23,0.05,0.23,Partidos,Liga Profesional,2024,River Plate,Argentina
Nicolas Fonseca,URU,CC,25.863013698630137,6,4,378.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,4.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Partidos,Liga Profesional,2024,River Plate,Argentina
Ezequiel Barco,ARG,CC,25.41917808219178,5,4,370.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,2.0,26.0,39.0,39.0,0.24,0.0,0.24,0.24,0.24,0.28,0.21,0.49,0.28,0.49,Partidos,Liga Profesional,2024,River Plate,Argentina
