player,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos,league,season,team,country
Gabriel Compagnucci,ARG,DF,33.0,4,3,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,6.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19,Partidos,Liga Profesional,2024,Belgrano,Argentina
Facundo Lencioni,ARG,"DF,CC",23.53972602739726,4,3,199.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,6.0,4.0,9.0,0.0,0.45,0.45,0.0,0.45,0.07,0.19,0.26,0.07,0.26,Partidos,Liga Profesional,2024,Belgrano,Argentina
Francisco Facello,ARG,DF,21.632876712328766,4,2,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Partidos,Liga Profesional,2024,Belgrano,Argentina
Juan Espínola,PAR,PO,29.824657534246576,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Belgrano,Argentina
Matías Marín,CHI,"CC,DL",24.695890410958903,4,2,165.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,1.0,5.0,6.0,0.0,0.55,0.55,0.0,0.55,0.12,0.11,0.23,0.12,0.23,Partidos,Liga Profesional,2024,Belgrano,Argentina
Rafael Marcelo Delgado,ARG,"DF,DL",34.62739726027397,6,1,274.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Partidos,Liga Profesional,2024,Belgrano,Argentina
Lucas Bustos,ARG,CC,19.416438356164385,1,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Partidos,Liga Profesional,2024,Belgrano,Argentina
Ignacio Tapia,ARG,CC,19.994520547945207,2,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,Partidos,Liga Profesional,2024,Belgrano,Argentina
Máximo Oses,ARG,"DL,CC",19.03835616438356,2,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.28,0.07,0.28,Partidos,Liga Profesional,2024,Belgrano,Argentina
Jeremías Lucco,ARG,"DL,CC",18.720547945205478,2,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Belgrano,Argentina
Ramiro Hernandes,ARG,CC,19.797260273972604,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Belgrano,Argentina
Lucas Bernabéu,ARG,DF,20.643835616438356,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Belgrano,Argentina
Ariel Rojas,ARG,CC,38.61917808219178,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Belgrano,Argentina
Franco Rami,ARG,CC,21.413698630136988,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Partidos,Liga Profesional,2024,Belgrano,Argentina
Lucas Argayo,ARG,PO,21.016438356164382,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Belgrano,Argentina
Mirko Bonfigli,ARG,CC,20.295890410958904,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Belgrano,Argentina
Matías Daniele,ARG,PO,20.65753424657534,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Belgrano,Argentina
Santiago Ferez,ARG,PO,19.14246575342466,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Belgrano,Argentina
Matías García,ARG,CC,32.85479452054795,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Belgrano,Argentina
Juan Herrera,ARG,DF,18.438356164383563,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Belgrano,Argentina
Gonzalo Maffini,ARG,DF,31.616438356164384,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Belgrano,Argentina
Matías Palavecino,ARG,CC,26.435616438356163,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Belgrano,Argentina
Lúcio Velazco,ARG,DF,19.046575342465754,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Belgrano,Argentina
Gonzalo Zelarayán,ARG,DL,20.336986301369862,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Belgrano,Argentina
Total del equipo,nan,,27.6,12,132,1080.0,12.0,14.0,10.0,24.0,14.0,0.0,0.0,29.0,3.0,12.1,12.1,9.7,21.8,162.0,396.0,391.0,1.17,0.83,2.0,1.17,2.0,1.01,0.81,1.82,1.01,1.82,,Liga Profesional,2024,Belgrano,Argentina
Total del oponente,nan,,27.6,12,132,1080.0,12.0,15.0,7.0,22.0,13.0,2.0,2.0,27.0,1.0,13.1,11.5,7.6,19.1,174.0,464.0,461.0,1.25,0.58,1.83,1.08,1.67,1.09,0.63,1.72,0.96,1.59,,Liga Profesional,2024,Belgrano,Argentina
Gastón Suso,ARG,DF,33.465753424657535,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.04,0.05,Partidos,Liga Profesional,2024,Platense,Argentina
Ignacio Vázquez,ARG,DF,27.205479452054796,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.9,1.3,7.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.11,0.03,0.11,Partidos,Liga Profesional,2024,Platense,Argentina
Fernando Juárez,ARG,CC,26.016438356164382,12,12,1044.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.8,9.0,55.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.01,0.07,Partidos,Liga Profesional,2024,Platense,Argentina
Juan Cozzani,ARG,PO,25.89041095890411,11,11,989.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Platense,Argentina
Sasha Marcich,ARG,DF,26.252054794520546,11,9,837.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.1,1.1,0.5,1.6,17.0,23.0,24.0,0.11,0.0,0.11,0.11,0.11,0.12,0.05,0.17,0.12,0.17,Partidos,Liga Profesional,2024,Platense,Argentina
Mateo Pellegrino,ARG,DL,23.495890410958904,10,9,785.0,8.7,5.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,4.4,3.6,0.7,4.4,7.0,23.0,33.0,0.57,0.0,0.57,0.46,0.46,0.51,0.08,0.59,0.42,0.5,Partidos,Liga Profesional,2024,Platense,Argentina
Leonel Picco,ARG,"CC,DF",24.854794520547944,9,8,659.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,2.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Partidos,Liga Profesional,2024,Platense,Argentina
Lucas Ocampo,URU,CC,26.767123287671232,10,8,646.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.5,7.0,20.0,28.0,0.0,0.14,0.14,0.0,0.14,0.09,0.12,0.2,0.09,0.2,Partidos,Liga Profesional,2024,Platense,Argentina
Bautista Barros Schelotto,ARG,DF,24.627397260273973,8,7,637.0,7.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.6,0.6,2.0,14.0,11.0,0.0,0.28,0.28,0.0,0.28,0.01,0.08,0.09,0.01,0.09,Partidos,Liga Profesional,2024,Platense,Argentina
Iván Gómez,ARG,"CC,DL",27.5013698630137,8,7,567.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,13.0,29.0,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.07,0.04,0.07,Partidos,Liga Profesional,2024,Platense,Argentina
Guido Mainero,ARG,CC,29.435616438356163,7,7,566.0,6.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,0.6,2.1,20.0,9.0,47.0,0.16,0.16,0.32,0.16,0.32,0.23,0.1,0.33,0.23,0.33,Partidos,Liga Profesional,2024,Platense,Argentina
Ronaldo Martínez,PAR,"DL,CC",28.345205479452055,12,5,460.0,5.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,0.1,1.3,4.0,7.0,30.0,0.39,0.0,0.39,0.39,0.39,0.24,0.02,0.26,0.24,0.26,Partidos,Liga Profesional,2024,Platense,Argentina
Juan Saborido,ARG,DF,26.345205479452055,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.0,9.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.21,0.03,0.21,Partidos,Liga Profesional,2024,Platense,Argentina
Carlos Villalba,ARG,CC,26.112328767123287,7,4,374.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.5,0.6,0.0,21.0,4.0,0.0,0.24,0.24,0.0,0.24,0.01,0.13,0.14,0.01,0.14,Partidos,Liga Profesional,2024,Platense,Argentina
Franco Minerva,ARG,CC,18.246575342465754,5,4,322.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,6.0,7.0,23.0,0.28,0.0,0.28,0.28,0.28,0.07,0.15,0.22,0.07,0.22,Partidos,Liga Profesional,2024,Platense,Argentina
Augusto Lotti,ITA,"DL,CC",28.21917808219178,7,3,271.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.8,4.0,6.0,15.0,0.0,0.33,0.33,0.0,0.33,0.14,0.11,0.26,0.14,0.26,Partidos,Liga Profesional,2024,Platense,Argentina
Agustin Quiroga,ARG,DF,22.397260273972602,3,3,249.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,6.0,8.0,8.0,0.0,0.36,0.36,0.0,0.36,0.03,0.21,0.24,0.03,0.24,Partidos,Liga Profesional,2024,Platense,Argentina
Facundo Russo,ARG,CC,23.98904109589041,4,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Partidos,Liga Profesional,2024,Platense,Argentina
Franco Zapiola,ARG,CC,23.526027397260275,3,2,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Partidos,Liga Profesional,2024,Platense,Argentina
Braian Rivero,ARG,"CC,DL",28.517808219178082,5,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.2,0.15,0.2,Partidos,Liga Profesional,2024,Platense,Argentina
Nicolás Sumavil,ARG,PO,24.775342465753425,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Platense,Argentina
Lisandro Montenegro,ARG,"CC,DF",21.424657534246574,5,0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,0.16,0.41,0.25,0.41,Partidos,Liga Profesional,2024,Platense,Argentina
Luis Angulo,COL,"CC,DL",20.435616438356163,3,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.47,Partidos,Liga Profesional,2024,Platense,Argentina
Franco Baldassarra,ARG,CC,25.91780821917808,3,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.2,0.03,0.2,Partidos,Liga Profesional,2024,Platense,Argentina
Gabriel Hachen,ARG,CC,33.87123287671233,3,0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.38,0.02,1.41,1.38,1.41,Partidos,Liga Profesional,2024,Platense,Argentina
Ignacio Schor,ARG,CC,24.068493150684933,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Platense,Argentina
Maximiliano Urruti,ARG,DL,33.51780821917808,3,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Platense,Argentina
Oscar Salomón,ARG,DF,25.438356164383563,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Platense,Argentina
Manuel Tucker,ARG,CC,19.83013698630137,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Platense,Argentina
Juan Pignani,ARG,DF,23.15890410958904,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Platense,Argentina
Juan Goicochea,PER,DL,19.63013698630137,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Platense,Argentina
Luciano Ferreyra,ARG,CC,22.526027397260275,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Platense,Argentina
Joaquín Blázquez,ARG,PO,23.586301369863016,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Platense,Argentina
Andrés Desábato,ARG,PO,34.416438356164385,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Platense,Argentina
Agustín Obando,ARG,DL,24.46849315068493,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Platense,Argentina
Nicolás Ortíz,ARG,CC,19.649315068493152,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Platense,Argentina
Gonzalo Valdivia,ARG,DF,23.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Platense,Argentina
Total del equipo,nan,,26.6,12,132,1080.0,12.0,10.0,7.0,17.0,9.0,1.0,1.0,31.0,2.0,11.9,11.1,8.4,19.6,123.0,334.0,329.0,0.83,0.58,1.42,0.75,1.33,0.99,0.7,1.7,0.93,1.63,,Liga Profesional,2024,Platense,Argentina
Total del oponente,nan,,27.0,12,132,1080.0,12.0,11.0,9.0,20.0,11.0,0.0,0.0,38.0,2.0,9.5,9.5,6.7,16.2,178.0,452.0,450.0,0.92,0.75,1.67,0.92,1.67,0.79,0.55,1.35,0.79,1.35,,Liga Profesional,2024,Platense,Argentina
Franco Romero,ARG,CC,24.350684931506848,12,12,1070.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,10.0,47.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Lautaro Ríos,ARG,CC,23.89041095890411,12,12,871.0,9.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.7,8.0,29.0,25.0,0.1,0.1,0.21,0.1,0.21,0.09,0.09,0.17,0.09,0.17,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Tobías Ostchega,ARG,DF,26.01095890410959,11,11,957.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,1.0,2.1,19.0,36.0,39.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.2,0.11,0.2,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Bruno Bianchi,ARG,DF,35.53150684931507,10,10,865.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Ezequiel Ham,SYR,CC,30.471232876712328,11,10,776.0,8.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,2.2,10.0,48.0,29.0,0.0,0.23,0.23,0.0,0.23,0.12,0.14,0.25,0.12,0.25,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Tiago Palacios,ARG,DF,21.336986301369862,9,9,765.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.0,0.2,8.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Ezequiel Centurión,ARG,PO,27.276712328767122,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Sebastián Villa,COL,DL,28.279452054794522,7,7,597.0,6.6,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.6,0.9,1.2,2.1,28.0,13.0,53.0,0.15,0.3,0.45,0.15,0.45,0.25,0.18,0.43,0.13,0.31,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Iván Villalba,PAR,DF,29.610958904109587,7,7,575.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,3.0,15.0,2.0,0.16,0.0,0.16,0.16,0.16,0.1,0.01,0.11,0.1,0.11,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Mauricio Asenjo,ARG,DL,30.101369863013698,11,6,617.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.3,1.3,3.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.18,0.14,0.18,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Fernando Romero,PAR,DL,24.34794520547945,7,6,406.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.4,1.2,7.0,6.0,22.0,0.22,0.0,0.22,0.22,0.22,0.18,0.08,0.26,0.18,0.26,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Gonzalo Marinelli,ARG,PO,35.558904109589044,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Matías Reali,ARG,"DL,CC",26.791780821917808,5,5,449.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,19.0,7.0,36.0,0.2,0.0,0.2,0.2,0.2,0.07,0.08,0.15,0.07,0.15,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Francisco Petrasso,ARG,DF,22.5013698630137,6,5,432.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3,0.3,0.0,0.3,5.0,8.0,2.0,0.21,0.0,0.21,0.21,0.21,0.05,0.01,0.06,0.05,0.06,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Matías Ruíz Díaz,ARG,DF,27.972602739726028,7,4,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Luciano Abecasis,ARG,DF,34.23561643835617,4,4,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,2.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.15,0.17,0.02,0.17,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Esteban Burgos,ARG,DF,32.63835616438356,4,3,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Luciano Gómez,ARG,DF,28.438356164383563,4,3,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,6.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Mauro Maidana,ARG,DF,34.131506849315066,2,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Gonzalo Ríos,ARG,CC,25.589041095890412,3,1,136.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,5.0,7.0,0.66,0.0,0.66,0.66,0.66,0.11,0.0,0.11,0.11,0.11,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Victorio Ramis,ARG,"DL,CC",30.145205479452056,6,1,122.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.1,0.2,3.0,1.0,7.0,0.0,0.74,0.74,0.0,0.74,0.1,0.06,0.16,0.1,0.16,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Antonio Napolitano,ARG,"DF,CC",25.534246575342465,4,1,119.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,4.0,2.0,0.0,0.76,0.76,0.0,0.76,0.0,0.16,0.16,0.0,0.16,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Federico Milo,ARG,DF,32.635616438356166,2,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Luis Sequeira,ARG,CC,21.64109589041096,5,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.6,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.59,0.63,0.05,0.63,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Gastón Gil Romero,ARG,CC,31.315068493150687,4,0,76.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,1.18,0.0,1.18,1.18,1.18,0.22,0.0,0.22,0.22,0.22,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
Álvaro Dionisio,ARG,DF,26.339726027397262,1,0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51,Partidos,Liga Profesional,2024,Independiente Rivadavia,Argentina
